index,x,y,z
26,"[-0.1115723, -1.284668, -1.984375, -1.248291, 0.3139648, 1.999939, -1.335938, 0.3325195, -1.680664, -1.984375, -0.1184082, 0.4372559, 1.999939, -1.984375, -1.495361, -1.984375, 0.007080078, 1.999268, 0.06469727, -0.02905273, 1.314453, 1.899902, 1.105957]","[-0.2319336, -1.371582, -0.3134766, -0.6032715, -0.9707031, -1.328125, -1.984375, -0.5251465, -0.230957, -0.3413086, -0.7619629, -1.025391, -1.192871, -1.856445, -0.1484375, -0.2436523, -0.7207031, -1.046387, -1.221436, -0.2900391, -0.2539063, 0.1743164, -0.03417969]","[-0.2939453, -0.4475098, 0.1062012, -0.2297363, -0.1679688, 1.319092, -1.164795, -0.4985352, -0.645752, -0.953125, -0.2492676, 0.02978516, 0.1677246, -1.444092, -0.4338379, -0.5966797, -0.2836914, 0.4250488, -0.04541016, -0.1577148, -0.3405762, -0.267334, -0.1049805]"
27,"[-1.001953, -0.1838379, 0.2878418, -1.899658, -0.5734863, -0.4492188, 0.144043, 0.4013672, -1.648682, -0.6289063, 0.4443359, 1.746582, -1.324951, -1.231201, -1.363281, -0.5471191, 1.999939, 1.102783, -0.5510254, 1.182617, 1.033936, 0.9797363, 1.106445]","[-0.4067383, -0.9230957, -0.6647949, -0.3076172, -0.8137207, -0.8056641, -1.0896, -0.7570801, -0.3098145, -0.7617188, -0.9179688, -1.083252, -1.984375, -0.3742676, -0.3996582, -0.8659668, -1.276611, -0.2404785, -0.6469727, -0.3327637, 0.008056641, -0.152832, -0.03295898]","[0.2509766, -0.1162109, -0.5817871, -0.6784668, -0.4082031, -0.5202637, -0.1904297, -0.4291992, -0.3378906, -0.5646973, -0.03173828, 0.1218262, 1.999939, -0.3173828, -0.5351563, -0.04370117, 0.467041, -1.984375, -0.329834, -1.018555, -0.2602539, -0.3464355, -0.1030273]"
28,"[-0.2124023, -0.2958984, -1.706787, -1.115723, 0.1669922, 1.999939, -0.972168, 0.4487305, 0.6608887, -1.984375, -0.9040527, 0.004638672, 1.999939, 0.6791992, -1.788086, -0.8881836, -0.1176758, -1.187744, -0.5148926, -1.845703, 0.1494141, 0.8942871, -1.115723, -1.622559, 1.133301]","[-0.559082, -1.984375, -0.4477539, -0.6994629, -0.9802246, -1.587646, -1.984375, -0.06689453, -0.770752, -0.2976074, -0.5097656, -0.9589844, -1.008301, -0.8803711, -0.3007813, -0.6010742, -1.004883, -0.9550781, -0.5148926, -0.3117676, -0.8850098, -1.052246, -1.379883, -0.04272461, -0.01806641]","[-0.6218262, 1.621826, -0.262207, -0.3505859, -0.03540039, 0.9750977, -0.4338379, -1.984375, -0.4760742, -0.498291, -0.659668, 0.2282715, 0.002197266, -0.8342285, -0.5039063, -0.7844238, 0.0637207, 0.2126465, -0.7683105, -0.7175293, -0.2612305, 0.166748, -1.984375, -0.5402832, -0.7270508]"
29,"[0.5327148, -1.810059, -1.589111, 0.2175293, -1.203613, -0.880127, -1.331299, 0.1567383, 0.1064453, -0.01318359, -1.984375, -0.2058105, 0.4663086, 0.2734375, 1.999939, -1.549072, -1.102539, -0.2607422, 1.999939, -1.804443, -0.2756348, 1.086426, 1.044434]","[-0.3603516, -1.571533, -0.4521484, -0.954834, -1.644775, -0.3786621, -0.5407715, -1.015381, -1.522705, -0.5141602, -0.1699219, -0.6850586, -1.025391, -1.359863, 1.999939, -0.361084, -0.5478516, -0.9338379, -0.958252, -1.161865, -0.2478027, -0.1125488, -0.08056641]","[-0.4221191, -1.150635, -0.0703125, -0.121582, -1.984375, -0.489502, -0.5895996, -0.2739258, -0.4436035, -0.8244629, -0.4777832, -0.2885742, -0.2050781, -0.279541, 1.999939, -0.6000977, -0.6706543, -0.2407227, 0.8740234, -1.333496, 0.08032227, -0.4448242, -0.09545898]"
30,"[0.203125, -0.6252441, -1.47998, -1.408691, 0.4995117, 1.999939, -0.02954102, -0.6010742, -1.847656, -0.09033203, -0.03320313, -0.6132813, -0.5241699, -1.984375, -0.03857422, 1.999939, -1.67749, 0.1801758, -1.807861, -1.471924, 0.2729492, 1.686279, 0.9362793, 0.4609375, 1.169434, 1.125977]","[-0.2573242, 0.02734375, -0.449707, -0.532959, -1.010742, -1.459473, -1.030518, -0.5039063, -0.4260254, -0.826416, -1.020264, -1.984375, -0.4135742, -0.04931641, -0.970459, -1.397217, -1.984375, -0.5427246, -0.2197266, -0.4382324, -0.9196777, -1.074463, -0.6208496, -0.3513184, -0.1047363, -0.02856445]","[-0.387207, -0.7575684, -0.1650391, -0.3791504, -0.2277832, 1.272217, -1.984375, -0.6245117, -0.7321777, -0.4238281, -0.02661133, -0.8291016, -0.5847168, -1.06665, -0.03540039, 0.1464844, -1.681641, -0.8723145, -0.6174316, -0.7375488, -0.002685547, 0.5197754, -0.9672852, -0.3173828, -0.4702148, -0.1987305]"
31,"[1.694336, 0.4921875, -1.42041, -1.071777, -1.881836, -0.3103027, 0.3486328, 1.999939, -1.984375, -0.8901367, -1.773926, -1.044189, 0.1560059, 1.999939, -1.210205, -1.006348, -1.798584, -0.3618164, -0.09838867, 1.10498, 1.999939, -1.554443, -1.118164, 0.6047363, 1.215332, 1.69043, 1.210449, 1.107666]","[-0.0009765625, -0.1811523, 0.6689453, -0.3464355, -0.3852539, -0.7736816, -0.9533691, -0.8095703, -1.984375, -0.4204102, -0.3000488, -0.5341797, -0.9633789, -1.208496, -0.970459, -0.2929688, -0.3642578, -0.5942383, -0.9731445, -1.041016, 1.688477, -0.2736816, -0.5109863, -1.065186, -0.1262207, -0.1159668, 0.02099609, -0.03100586]","[0.05224609, -0.3203125, 0.03808594, 0.1450195, -0.6154785, -0.2841797, -0.08666992, 0.09472656, 1.05249, -0.7106934, -0.7954102, -0.7446289, 0.09130859, 1.126221, -0.121582, -0.4780273, -0.973877, -0.3881836, -0.08642578, 0.5285645, 1.999939, -0.392334, -0.6335449, 0.4091797, -1.443115, -0.3974609, -0.02319336, -0.09960938]"
32,"[0.5791016, -0.6948242, -1.149658, -1.369629, 0.4602051, 0.5126953, -0.1940918, -1.984375, -0.4716797, 0.2443848, 0.8759766, -1.998047, -0.9931641, 0.004150391, 1.999939, -1.006836, -1.708496, -0.2380371, 1.35376, -1.984375, -1.392334, -0.4262695, 0.8481445, -1.916748, -1.344727, -0.4038086, 0.3000488, 1.999939, -1.984375, -0.9289551, -0.9243164, 0.1132813, 1.999939, 0.3115234, 1.632813, 0.8476563, 1.112549]","[-0.06152344, -0.565918, -0.4758301, -0.4348145, -1.068359, -1.68042, -0.3903809, -0.1848145, -0.6313477, -0.980957, -0.7897949, -0.2248535, -0.4606934, -0.9929199, -1.30957, -1.874756, -0.2856445, -0.7145996, -1.005127, -1.984375, -0.3447266, -0.7099609, -0.9943848, -1.4021, -0.3762207, -0.6843262, -0.9885254, -0.854248, -1.984375, -0.3508301, -0.5595703, -1.083008, -0.9121094, -0.1276855, 0.1560059, 0.02880859, -0.03222656]","[-0.4077148, -0.3583984, -0.2363281, -0.078125, -0.112793, -0.05053711, -0.8925781, -1.143311, -0.3161621, 0.251709, -0.1149902, -1.042236, -0.746582, 0.4384766, 0.6740723, -0.484375, -0.902832, -0.6728516, 0.6140137, 1.128174, -0.7670898, -0.7148438, 0.4645996, -1.44165, -0.5761719, -0.6218262, 0.06103516, -0.2543945, -0.6347656, -0.5627441, -0.4150391, 0.1228027, 0.2189941, -0.2751465, -0.1809082, -0.1867676, -0.09887695]"
33,"[0.3122559, 1.00708, -1.001953, 0.1730957, 1.999939, -1.884521, -0.6066895, -1.984375, -0.9377441, -0.1115723, 1.900879, 1.259766, -1.984375, -0.8452148, -1.871826, -0.421875, 1.999939, -0.9951172, 1.999939, -0.8249512, -1.954102, -0.5810547, 0.1228027, 1.999939, -0.7712402, 0.01513672, 1.7854, 1.029541]","[-0.1945801, -0.8654785, -0.6616211, -0.984375, -1.278564, -0.7797852, -0.5095215, -0.2709961, -0.5021973, -0.909668, -1.186279, -0.6520996, -1.984375, -0.3378906, -0.2512207, -0.6635742, -1.750732, -1.984375, -1.984375, -0.4768066, -0.2888184, -0.5739746, -0.9387207, -1.619629, -1.350342, -0.2246094, -0.2524414, -0.02148438]","[-0.3991699, -0.4536133, -0.4233398, -0.2668457, 0.6142578, -1.984375, -0.4494629, -0.8525391, -0.5405273, -0.05371094, 0.8896484, -0.470459, 0.151123, -0.666748, -1.029053, -0.119873, 0.9284668, -0.2341309, 1.999939, -0.7272949, -0.9470215, -0.543457, -0.04345703, 0.2485352, -1.984375, -0.7185059, -0.7502441, -0.1376953]"
34,"[1.337891, -0.03979492, -1.55542, -0.7644043, 0.4838867, 1.999939, -1.984375, -0.4489746, -1.64917, -0.5241699, 0.04345703, 1.999939, -0.2211914, -1.294678, -1.575195, -0.006103516, 1.157471, 1.786133, -1.984375, -1.195313, -0.8422852, 0.1906738, 0.5866699, 0.7609863, 0.1555176, 0.6472168, 1.436523]","[-0.1708984, -0.4929199, -0.3186035, -0.5236816, -0.9663086, -0.8725586, -0.8547363, -0.5119629, -0.326416, -0.6506348, -0.979248, -1.160156, -1.037842, -0.2600098, -0.3120117, -0.8015137, -1.10498, -0.9902344, -1.937256, -0.2414551, -0.5759277, -0.8242188, -1.066406, -1.07251, -0.265625, 0.02807617, -0.07470703]","[-0.8271484, -0.7277832, -0.3205566, -0.640625, -0.5212402, 0.1228027, -1.984375, -0.5515137, -0.7033691, -0.6296387, -0.239502, 0.3498535, -0.09350586, -0.6376953, -0.9064941, -0.2070313, 0.4492188, 0.1787109, -1.984375, -0.4609375, -0.3347168, -0.1386719, -0.246582, -0.1315918, -0.5720215, -0.2878418, -0.1264648]"
35,"[1.999939, 0.161377, -0.2902832, -0.480957, -1.499023, -0.3234863, 0.612793, 1.974365, -0.9084473, -1.984375, -1.219727, -1.992432, -1.546631, -0.5646973, 1.999939, 1.638184, -1.402588, 0.5852051, -1.56665, -1.776855, -0.4694824, -0.697998, 1.999939, -1.35498, 0.2041016, 0.9099121, 1.438477, 1.107178]","[0.1181641, -0.6320801, -0.854248, -0.5515137, -0.4387207, -0.7033691, -0.8117676, -1.25708, -1.352295, -1.97583, -0.3225098, -0.3398438, -0.3134766, -0.7370605, -0.7919922, -0.9689941, -1.0271, -0.8469238, -0.2060547, -0.236084, -0.5456543, -0.765625, -1.632568, -1.141357, -0.3156738, -0.06616211, 0.002929688, -0.03637695]","[-1.314941, -0.06396484, -0.7041016, -0.5461426, -0.2856445, -0.4633789, -0.1943359, 0.987793, -1.019775, -1.984375, -0.6291504, -0.7883301, -0.8793945, -0.2336426, -0.02758789, 0.4301758, -1.303467, -0.6506348, -0.7219238, -0.6950684, -0.4536133, -0.1467285, 0.3540039, -0.8322754, -0.3215332, -0.2507324, -0.1950684, -0.1262207]"
36,"[1.969727, -0.994873, -0.4916992, 0.09814453, -0.01928711, 0.144043, -1.698975, 0.1328125, 1.248535, -0.2990723, -1.79248, -0.3361816, 1.303223, 0.6352539, -1.837646, 0.1762695, 1.933105, 0.2907715, 1.999939, -1.984375, -1.08667, -0.6081543, 1.887695, -0.02709961, 0.9916992, 0.9675293, 1.237305, 1.108154]","[0.08837891, -0.05615234, -0.7446289, -0.7580566, -0.534668, -0.8276367, -0.3959961, -0.9057617, -0.3430176, -0.5478516, -0.265625, -0.7736816, -0.8164063, -0.9509277, -0.1782227, -0.9025879, -1.339844, -0.534668, -1.984375, 0.06201172, -0.2895508, -0.6257324, -1.091309, -0.833252, -0.07983398, -0.08862305, 0.1242676, -0.02685547]","[-0.7873535, -0.4621582, -0.7338867, -0.3691406, -1.610596, -0.9956055, -0.7497559, -0.3181152, 0.2822266, -0.5529785, -0.8356934, -0.4743652, 0.8630371, -0.7717285, -0.8212891, -0.3725586, 0.3964844, -1.100586, 1.999939, -1.189453, -0.8068848, -0.6677246, 0.07543945, -0.4121094, -0.885498, -0.1289063, -0.2299805, -0.1083984]"
37,"[1.10791, -0.7512207, 0.1767578, 1.80127, 0.05737305, -1.984375, 0.2692871, 1.586182, 0.9990234, -1.984375, -1.984375, -0.1987305, 1.999939, -1.869141, -0.5537109, -1.984375, -0.159668, 0.6418457, -1.984375, -1.984375, -0.8359375, 0.04980469, 0.5236816, -0.8364258, -1.984375, -0.1345215, 1.375244, 1.03125, 1.108398]","[-0.03149414, 0.08935547, -0.7224121, -0.1359863, -0.4331055, -0.01245117, -0.6594238, -0.5681152, -0.6591797, 0.03051758, -0.07226563, -0.623291, -1.230225, -1.179688, -0.3908691, -0.03662109, -0.7595215, -0.755127, -1.697021, 0.1262207, -0.2895508, -0.7172852, -0.4780273, 0.02050781, 0.1772461, -0.5891113, -0.09399414, -0.1340332, -0.02416992]","[-0.1083984, -0.8549805, -0.9868164, 0.2333984, -0.8278809, -0.4997559, -0.2392578, -0.2197266, -1.015625, -0.8444824, -1.17041, -0.4597168, 0.8366699, -1.984375, -0.8469238, -0.8256836, -0.6296387, -0.260498, 1.813232, -0.684082, -0.8430176, -0.4382324, -0.5910645, -0.8200684, -0.8276367, -0.7922363, -0.5915527, -0.2661133, -0.1074219]"
38,"[-0.822998, 0.09594727, -1.984375, -1.329834, -1.411377, -0.4335938, 1.028076, 0.7028809, -1.223633, -0.9680176, -0.1933594, 1.593994, -1.984375, -1.984375, -0.4111328, 1.365723, -1.984375, -1.505371, -1.562256, -0.3310547, 1.999939, -1.859863, -1.34668, 0.1982422, 1.759277, 1.04834]","[-0.1218262, -0.4960938, -1.205566, -0.3166504, -0.5043945, -0.8623047, -0.7067871, -0.7277832, -0.3579102, -0.4782715, -0.7700195, -1.314697, -1.984375, -0.1206055, -0.6147461, -1.11792, -1.984375, -0.1906738, -0.2441406, -0.7216797, -1.274658, -1.341309, 0.0793457, -0.3276367, -0.1210938, -0.04150391]","[-0.2709961, -0.2468262, -0.2624512, -0.7355957, -0.5952148, -0.5898438, -0.1601563, -0.7653809, -0.689209, -0.6191406, -0.4956055, 0.4985352, 0.8342285, -0.7651367, -0.6008301, 0.4487305, -0.3210449, -0.8806152, -0.8754883, -0.5646973, 0.8659668, -1.861816, -0.3566895, -0.5537109, 0.2946777, -0.1833496]"
39,"[-0.2883301, -0.2922363, 0.6994629, 1.999939, -1.469482, -1.153564, 0.07446289, 1.999939, -1.984375, 1.999939, -1.387695, -1.608398, -0.1623535, -0.3095703, -0.6755371, 0.8608398, 1.306641, -1.088623, -0.2548828, 1.321289, -0.831543, -0.7565918, -1.984375, 0.9208984, 1.095947, 1.103027]","[-0.3745117, -0.7336426, -0.9516602, 1.829834, -0.1726074, -0.421875, -0.876709, -1.814209, -1.116455, 0.8276367, -0.06445313, -0.2802734, -0.9140625, -0.8393555, -0.8398438, -0.9477539, -1.055908, -1.322754, -1.497314, -1.280273, -0.734375, -0.6074219, 0.3344727, -0.4541016, -0.2011719, -0.03173828]","[-0.4003906, -0.7441406, -0.767334, -1.984375, -1.407959, -0.869873, -0.4841309, 1.154297, -1.984375, -1.984375, -0.5952148, -0.3276367, -0.1447754, -0.03320313, -0.2900391, 0.6574707, 0.3029785, -0.5058594, -0.6850586, 0.3051758, -0.1520996, -0.447998, -1.984375, -0.579834, -0.1223145, -0.09814453]"
40,"[-0.5756836, -0.4331055, -1.45459, 0.4431152, 0.3635254, 0.04736328, 0.01025391, -0.01147461, -0.06713867, -0.5090332, -0.3513184, -0.411377, -1.03418, -0.8269043, -0.6801758, -0.7978516, 0.0925293, 0.6904297, 1.30127, 1.703125, 1.10791]","[1.999939, -0.5117188, -1.792725, -0.7138672, -0.8530273, -0.9897461, -1.093506, -0.918457, -0.8605957, -0.7668457, -0.8388672, -0.8557129, -0.8745117, -0.7431641, -0.7871094, -0.765625, -0.7875977, -0.5070801, -0.2258301, 0.07788086, -0.03515625]","[-1.425049, -0.1396484, 0.2890625, -0.5651855, -0.078125, -0.05908203, 0.04736328, 0.06225586, 0.03808594, -0.1674805, -0.0690918, -0.06323242, -0.1516113, -0.1730957, -0.1479492, -0.3293457, -0.2668457, -0.7783203, -0.348877, -0.1381836, -0.1066895]"
41,"[0.857666, 0.942627, 0.4084473, -1.984375, -1.420166, -1.984375, -1.00293, -0.2192383, 0.0300293, -0.7072754, -1.984375, -1.006348, -1.984375, -0.7446289, -0.166748, 0.3549805, 1.999939, -0.7956543, 1.999939, -0.7158203, -1.822021, -1.385986, -0.4306641, -0.046875, 1.610596, -1.178223, -1.984375, 0.2497559, 0.5441895, 1.037842]","[-0.1037598, -0.9089355, -0.7539063, -1.984375, -0.3181152, -0.2473145, -0.421875, -0.9233398, -1.388672, -1.270752, -1.984375, -0.4240723, -0.1696777, -0.5761719, -0.8901367, -0.956543, -1.138672, -1.418213, -0.2797852, -0.4013672, -0.2854004, -0.4448242, -0.7365723, -0.8911133, -1.264648, -0.9118652, -1.984375, -0.237793, -0.1281738, -0.03369141]","[-0.388916, -0.1967773, -0.9458008, 1.999939, -0.4191895, -0.8483887, -0.7900391, -0.3164063, -0.01416016, 0.1721191, -1.178223, -0.6760254, -0.7768555, -0.4389648, -0.03466797, 0.1945801, 0.2438965, -0.8193359, 0.4592285, -0.6188965, -0.7055664, -0.9348145, -0.4692383, -0.2138672, 0.1247559, -0.4833984, 1.85791, -0.4694824, -0.3056641, -0.05004883]"
42,"[-0.5898438, 1.128174, 0.5251465, -1.220215, -1.984375, -1.309814, -0.5837402, 0.5407715, 1.999939, -1.984375, 0.1398926, -0.9868164, -1.984375, -0.7199707, -0.3220215, 0.5795898, 1.999939, -1.613525, 0.5959473, -0.8837891, -1.373291, -0.7497559, -0.2775879, 0.3486328, -1.087646, 1.999939, 1.973389, 1.103271]","[-0.7441406, -1.062256, -0.7307129, -0.3312988, -0.2302246, -0.435791, -0.7409668, -0.8779297, -1.133545, -0.2839355, -0.6811523, -0.4931641, -0.1391602, -0.5375977, -0.7702637, -0.9155273, -1.397705, -1.186035, -0.9099121, -0.552002, -0.3549805, -0.6064453, -0.8105469, -0.8557129, -0.4875488, -0.3178711, 0.1108398, -0.01733398]","[-0.6889648, 0.2546387, -0.7775879, -0.609375, -0.8769531, -0.9233398, -0.3459473, -0.078125, -0.02124023, -1.984375, -0.9855957, -0.6916504, -0.826416, -0.6220703, 0.173584, 0.2119141, -0.1828613, -0.7780762, 1.999939, -0.6035156, -0.8789063, -0.734375, -0.1242676, -0.4326172, -0.3225098, -0.6835938, 0.1201172, -0.09814453]"
43,"[1.038818, -0.890625, -0.1220703, 0.6745605, -0.2478027, 1.999939, -1.474365, -0.4553223, 0.3393555, 0.916748, 1.999939, -1.028809, -0.5700684, 0.3056641, 1.237061, 0.5061035, -1.984375, -0.1928711, -1.147949, -0.03271484, 1.087158, 1.724609, 1.081543]","[0.05615234, -0.425293, -0.7856445, -0.9404297, -0.9306641, -0.720459, -0.425293, -0.7192383, -0.9675293, -1.150879, -0.06738281, -0.5222168, -0.5913086, -0.8635254, -0.8903809, -0.9301758, -1.984375, -0.7182617, -0.484375, -0.8413086, -0.3205566, -0.1445313, -0.02856445]","[-0.7041016, -0.1784668, -0.2211914, -0.357666, -0.07324219, 1.999939, -0.9790039, -0.328125, 0.1467285, 0.1274414, 0.8586426, -0.7819824, -0.5651855, 0.02807617, -0.144043, 0.1975098, -0.06762695, -0.890625, -0.6855469, -0.02856445, -1.10376, -0.1791992, -0.1081543]"
44,"[1.409912, 0.8098145, -1.18042, -0.7314453, 0.4912109, 1.871826, 1.363525, -1.281982, -1.984375, -0.3820801, -1.286133, -1.984375, -1.191895, -0.2678223, 0.7705078, 1.999939, -1.097656, -1.984375, -0.3701172, -1.634766, -1.496094, -0.6201172, 0.01733398, 1.999939, 1.891602, -0.08789063, 0.9506836, 1.110107]","[0.2700195, -0.855957, -0.6447754, -0.638916, -0.8461914, -1.276123, -0.9206543, -1.283203, -1.984375, -0.4233398, -0.3115234, -0.2631836, -0.4621582, -0.7233887, -0.8791504, -1.160889, -1.116699, -1.984375, -0.4880371, -0.277832, -0.2961426, -0.4711914, -0.7902832, -1.162354, -0.7749023, -0.2126465, 0.08764648, -0.02856445]","[-0.8518066, -0.7011719, -0.6809082, -0.3464355, -0.3447266, 0.5202637, -0.2116699, 0.2211914, 0.7180176, -0.7124023, -0.8852539, -0.9289551, -1.029297, -0.3518066, 0.151123, 0.2124023, -0.07568359, 1.999939, -0.7541504, -0.9060059, -0.9692383, -0.7282715, -0.06518555, 0.6713867, -0.2246094, -1.195801, -0.1237793, -0.1083984]"
45,"[-0.5915527, -1.984375, -0.7749023, -1.793457, -0.6186523, -0.1489258, 1.354736, 1.999939, -0.9367676, -1.984375, -0.2285156, -1.984375, -1.421631, -0.7431641, 0.2446289, 1.999939, -1.984375, -0.7456055, -1.655273, -1.391602, -0.5756836, -0.4035645, 1.999939, -1.349854, 1.999939, -0.3349609, 1.39917, 1.029053, 1.104248]","[-0.3208008, -1.376221, -0.4724121, -0.2502441, -0.5651855, -0.854248, -0.9057617, -0.6467285, -1.648193, -1.984375, -0.6408691, -0.3579102, -0.3974609, -0.6977539, -0.7419434, -1.172119, -1.635498, -0.4980469, -0.4047852, -0.4077148, -0.6333008, -0.8200684, -0.8322754, -1.091797, 1.287354, -0.3864746, 0.03710938, 0.03295898, -0.02856445]","[-0.5371094, -1.134277, -0.1894531, -0.472168, -0.6394043, 0.01245117, 0.1965332, -0.5397949, 0.06616211, -1.100586, -0.7871094, -0.6191406, -1.05127, -0.5842285, -0.3083496, 0.2351074, -0.09985352, -0.7626953, -0.9667969, -0.8972168, -0.7424316, -0.2543945, 0.2634277, -0.1130371, 1.999939, -0.2358398, -0.5585938, -0.03051758, -0.09570313]"
46,"[-0.3349609, 0.1152344, 1.999939, -1.984375, -1.039551, -1.984375, -0.5449219, 0.1848145, 1.943848, -0.7441406, 1.999939, -1.143066, -1.984375, -1.331299, -0.4899902, -0.01196289, 1.999939, -0.6503906, -0.684082, -0.9929199, -1.566162, -0.6618652, 1.070801, 1.065918, 0.9199219]","[-0.3007813, -0.8623047, -0.7631836, -1.984375, -0.3154297, -0.2319336, -0.6337891, -0.9182129, -1.464355, -1.482178, -0.7602539, -0.3310547, -0.2011719, -0.2956543, -0.7619629, -1.010986, -1.23584, -1.548828, -1.405518, -0.5075684, -0.2209473, -0.6174316, -0.9138184, -0.4416504, -0.01074219]","[-0.3076172, -0.5541992, 0.3537598, 1.35083, -0.5986328, -0.784668, -0.7207031, -0.380127, 1.125977, 0.1723633, -1.984375, -0.626709, -0.5888672, -0.6413574, -0.05639648, 0.05297852, 0.1750488, -0.3752441, 1.204346, -0.2099609, -0.6494141, -0.3520508, 0.1716309, -1.191162, -0.1467285]"
47,"[-0.9333496, 1.811279, -1.264648, -1.984375, -0.5336914, 0.3933105, 1.401123, -0.3442383, -0.09667969, -1.738281, -1.369141, 0.3056641, 1.329102, -1.984375, -0.8500977, -1.440918, -0.5927734, -0.1386719, 1.578125, -1.28418, -0.1118164, -1.344727, -0.8305664, -0.3840332, 1.89209, -0.7177734, -1.984375, -1.925537, 0.1101074, 0.7507324, 1.568115, 1.141113, 1.127441]","[-0.4301758, -1.127441, -0.4343262, -0.1501465, -0.5195313, -0.7871094, -1.084473, -1.217041, -0.5576172, -0.2626953, -0.3684082, -0.828125, -1.017578, -1.982422, -0.4729004, -0.3369141, -0.5566406, -0.8391113, -1.463623, -0.4157715, -0.5986328, -0.4282227, -0.5217285, -0.8562012, -1.114746, -1.44751, -1.984375, -0.1955566, -0.703125, -0.2807617, -0.09228516, 0.02856445, -0.02978516]","[0.09521484, -0.1137695, -0.3918457, -0.3200684, -0.4865723, -0.270752, 0.2658691, 0.0612793, -0.7624512, -0.2824707, -0.8432617, -0.3911133, 0.6481934, -1.094971, -0.5380859, -0.6850586, -0.362793, -0.08276367, -0.168457, -1.984375, -0.7873535, -0.5544434, -0.5390625, -0.333252, 0.4401855, -0.5900879, 0.9777832, -0.3535156, 0.07421875, -0.6828613, -0.3110352, -0.07739258, -0.078125]"
48,"[-0.2084961, 1.528076, -1.765381, -1.984375, -0.1530762, -0.9807129, -1.984375, -0.9697266, 0.05419922, 1.162842, 1.999939, -1.122559, -1.984375, -1.400391, -1.645508, -0.8039551, -0.01416016, 1.999939, 1.831055, -1.483398, -1.984375, -0.5969238, -1.984375, -0.8566895, 0.3208008, 1.490479, 1.999939, 1.111816]","[-0.9753418, -1.143311, -1.423096, -1.984375, -0.5583496, -0.2949219, -0.3310547, -0.3874512, -0.9101563, -0.9833984, -0.7880859, -1.984375, -1.984375, -0.4213867, -0.3947754, -0.4821777, -0.8046875, -1.055176, -0.876709, -1.108398, -1.984375, -0.4645996, -0.234375, -0.4841309, -0.8215332, -0.5314941, -0.3825684, -0.03149414]","[-0.6931152, 0.3903809, -1.102783, 1.999939, -0.7214355, -0.5732422, -1.150635, -0.8295898, -0.3305664, 0.5302734, -0.08349609, -0.4360352, -1.984375, -0.534668, -0.8579102, -0.6081543, 0.05883789, 0.6813965, -0.3862305, -0.5793457, 0.8295898, -0.609375, -0.9648438, -0.7556152, 0.4016113, -0.5148926, -0.5668945, -0.09765625]"
49,"[1.310303, 0.5446777, -1.984375, -1.128174, -0.1623535, 0.3271484, 1.999939, -0.3210449, -1.984375, 0.7253418, -0.2526855, -0.9697266, -1.984375, -1.895508, -1.233154, -0.2648926, 0.06835938, 0.5708008, 0.4602051, 0.6220703, 1.089355]","[-0.1464844, -0.6147461, -0.2021484, -0.5793457, -0.9067383, -0.8601074, -1.753662, -1.577148, -1.984375, -0.8747559, -0.6020508, -0.4724121, -0.3491211, -0.3183594, -0.4035645, -0.6699219, -0.826416, -0.8688965, -0.9394531, -0.01293945, -0.03344727]","[-0.6494141, 0.1306152, -0.2836914, -0.6870117, -0.3259277, -0.1108398, 0.6760254, -0.3115234, 1.812744, -0.5400391, -0.546875, -0.6103516, -0.7531738, -0.7592773, -0.6743164, -0.2668457, 0.009765625, -0.005371094, 0.1640625, -1.170654, -0.1125488]"
